Type,State,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Renewable,IA,"15,884","15,713","15,580","13,403","12,798","15,160","14,994","14,243","16,244","15,250","16,080","16,122","17,235","16,691","16,976","17,029","15,187","17,088","19,287","18,947","58,556","64,176","66,907","72,089","75,557","75,925","99,976","107,657","111,500","77,651","74,025","76,130","80,204","80,903","85,415","84,388","88,728","80,058","79,013","84,399","80,729","76,675","85,164","93,612","111,196","124,648","142,210","176,007","212,372","288,610","340,665","346,848","359,254","384,715","406,175","414,847","440,120","454,962"
Renewable,ID,"77,688","70,403","73,984","73,227","76,892","79,778","81,379","82,252","80,804","76,228","85,735","89,445","92,776","97,216","111,472","118,011","121,380","85,968","119,334","113,729","113,407","115,694","137,262","152,320","156,188","132,234","146,356","101,447","87,409","124,844","119,701","116,219","95,136","125,883","106,260","139,475","164,045","179,013","159,820","167,399","141,037","104,603","113,187","108,866","112,076","122,254","147,635","127,359","132,813","136,226","131,969","177,271","155,902","140,004","155,236","153,868","152,298","173,095"
Renewable,IL,"33,020","32,237","32,864","34,418","34,491","35,036","37,080","37,444","40,029","41,716","41,064","40,628","41,490","43,861","43,952","42,898","47,471","51,314","62,925","64,626","92,366","100,323","108,434","126,417","124,741","130,268","141,294","151,533","160,014","131,790","102,981","108,933","114,816","98,173","100,880","97,861","83,498","91,180","91,481","93,840","97,688","100,639","111,211","126,762","125,972","107,713","103,546","122,872","153,751","178,846","199,724","201,396","211,473","232,945","240,190","242,149","246,635","265,988"
Renewable,IN,"24,556","24,199","24,089","24,007","23,168","23,060","24,315","27,363","28,677","29,971","28,494","27,156","30,826","32,102","32,017","31,342","36,021","38,768","45,814","51,858","56,145","59,181","59,095","67,925","65,106","69,669","71,973","76,758","80,134","69,984","60,812","61,906","63,036","53,578","51,764","54,693","49,717","47,036","44,517","47,598","48,674","53,112","55,259","57,431","57,965","63,421","54,429","66,013","97,848","117,153","139,723","149,114","144,588","151,650","157,222","171,064","177,417","176,422"
Renewable,KS,"4,123","3,855","3,670","3,798","3,674","3,499","3,529","3,349","3,459","3,280","3,730","3,941","5,702","6,031","5,915","5,811","6,526","6,852","7,540","7,928","9,088","8,483","10,392","10,707","14,676","14,844","21,818","20,517","21,727","17,714","13,869","14,307","14,248","13,513","13,084","12,949","11,792","10,349","9,895","10,142","9,920","10,907","19,525","21,888","19,513","22,792","27,865","35,423","57,572","65,980","74,768","79,163","89,265","132,005","150,201","147,916","175,236","215,635"
Renewable,KY,"50,751","48,648","51,423","47,591","47,022","47,438","49,311","61,073","53,358","51,326","57,023","61,912","66,566","67,629","66,669","66,857","68,110","64,140","70,514","82,531","55,822","55,159","69,516","65,792","77,261","73,167","68,813","66,840","61,978","77,084","53,391","59,493","61,359","50,100","57,565","51,655","55,609","48,522","43,807","38,509","36,286","53,502","65,018","70,460","71,088","74,390","69,113","64,542","70,351","83,846","83,720","87,572","77,808","92,364","93,082","86,328","87,042","97,301"
Renewable,LA,"38,992","37,174","36,785","39,147","39,291","38,299","39,754","37,685","40,791","40,698","41,620","41,912","44,819","45,748","44,928","42,358","45,170","46,692","47,825","44,717","64,707","68,263","69,667","74,654","78,816","79,343","102,343","102,199","104,615","129,814","125,516","128,100","131,568","138,255","148,325","152,242","152,597","149,694","147,538","148,444","142,352","136,086","144,053","152,576","189,660","151,476","149,617","150,499","113,455","117,899","133,399","131,460","127,327","145,637","164,930","152,526","168,219","245,690"
Renewable,MA,"53,354","52,769","53,590","52,762","54,148","55,636","58,117","58,183","62,101","64,611","65,043","61,247","59,302","56,501","56,959","53,325","60,502","63,357","67,677","74,298","72,495","73,207","66,642","78,596","65,032","65,453","69,642","60,278","61,835","66,832","65,263","66,582","68,433","69,750","73,476","72,548","78,433","72,315","66,413","65,168","69,462","47,998","46,796","50,412","51,767","46,903","62,064","59,411","60,386","68,883","75,142","76,762","72,928","80,349","85,486","86,741","89,735","96,312"
Renewable,MD,"38,447","35,723","36,002","35,457","37,440","39,019","42,103","49,500","47,752","45,515","51,782","49,264","56,117","55,059","52,381","55,834","56,373","59,569","59,254","66,329","45,823","45,447","51,599","52,085","60,086","55,151","54,649","47,753","46,241","55,480","50,546","41,675","46,672","49,263","52,990","52,076","66,229","53,175","52,661","50,889","54,124","33,273","41,118","54,155","53,450","48,528","59,318","58,003","60,050","66,527","71,800","80,007","71,153","77,242","76,360","71,748","71,510","78,605"
Renewable,ME,"59,784","56,575","55,672","58,874","55,936","51,675","55,812","58,337","59,840","61,658","59,420","55,423","59,882","64,648","64,263","60,423","70,099","72,689","74,889","76,896","121,124","129,795","126,910","140,252","139,329","136,042","122,771","116,377","118,029","154,425","151,630","157,261","159,035","158,153","156,736","160,885","167,218","161,828","151,240","159,186","163,025","146,146","140,385","132,344","136,769","160,055","152,901","156,424","186,687","153,433","163,862","166,550","162,434","167,531","163,420","167,628","148,595","158,219"
Renewable,MI,"59,100","55,209","53,745","51,374","52,769","55,858","56,828","56,539","56,320","56,624","54,309","53,960","56,203","47,225","50,587","47,458","52,481","54,719","66,270","73,877","103,039","108,871","109,127","122,339","114,761","114,217","116,002","116,158","122,565","115,859","102,166","110,847","113,219","106,055","108,905","109,943","124,237","116,010","108,882","111,261","118,368","98,994","99,450","112,593","118,070","130,627","129,217","139,586","157,469","148,756","159,014","173,846","176,625","204,067","217,264","235,106","228,464","237,971"
Renewable,MN,"34,957","32,478","34,382","32,328","33,210","34,786","35,031","32,385","33,828","34,190","32,822","33,768","35,695","36,452","35,899","36,949","35,632","36,725","50,237","53,947","54,794","56,622","58,968","62,679","66,022","68,755","66,440","60,506","61,444","64,343","60,972","65,660","72,610","78,149","81,517","85,646","85,300","89,951","87,839","98,801","104,646","107,973","103,912","107,470","114,664","123,103","127,778","150,544","177,296","201,425","226,220","235,225","239,978","239,106","267,180","267,988","272,379","288,268"
Renewable,MO,"41,442","45,068","40,239","33,299","31,229","35,404","33,010","31,558","39,086","39,601","33,344","30,407","29,355","43,807","44,031","40,414","39,537","37,981","49,657","55,940","30,880","30,527","43,954","44,094","47,136","62,542","49,423","40,982","44,194","37,837","43,149","32,516","37,086","52,644","38,883","38,250","31,818","31,332","38,053","33,906","23,293","33,105","37,799","34,629","44,026","54,310","42,577","60,849","83,037","90,818","100,636","93,569","82,902","94,226","94,257","90,397","86,693","95,172"
Renewable,MS,"46,565","45,532","44,673","39,154","38,448","37,759","37,816","34,261","35,452","34,609","33,527","32,841","32,432","32,195","31,279","31,152","34,819","36,230","37,576","37,510","38,097","41,070","44,643","45,071","50,468","50,892","49,196","45,439","47,412","76,403","84,868","89,510","90,830","92,918","95,203","94,383","85,759","84,291","64,175","65,132","75,389","56,085","49,641","45,346","61,251","62,796","63,182","63,930","49,880","56,254","74,936","74,769","86,946","73,419","75,404","71,017","72,032","70,153"
Renewable,MT,"69,936","76,550","74,894","70,429","79,375","95,505","90,332","98,163","100,651","106,143","98,397","107,251","104,348","84,637","106,573","112,007","135,822","97,331","132,188","119,406","114,608","130,992","126,686","135,671","130,479","120,845","133,794","111,016","103,727","110,781","123,371","142,264","95,817","109,033","94,371","127,489","158,531","153,272","128,284","157,020","113,793","80,653","108,731","100,455","101,638","114,893","123,318","119,571","125,419","116,436","117,206","143,441","127,770","118,090","137,713","129,429","132,835","140,645"
Renewable,NC,"127,507","120,692","127,402","116,481","131,745","123,608","114,335","118,616","117,146","119,495","111,796","128,148","135,756","142,789","139,607","139,828","136,973","146,565","159,172","191,639","135,910","108,282","143,364","149,658","160,144","137,560","114,112","134,887","115,314","167,662","168,721","137,701","159,968","157,578","187,840","168,810","174,111","167,585","163,009","142,632","139,510","131,866","130,783","188,847","147,611","147,426","139,699","117,203","167,020","179,706","189,666","188,010","186,164","226,158","207,178","204,376","218,014","238,544"
Renewable,ND,"11,880","15,420","14,054","15,915","20,014","26,438","20,421","29,255","26,339","31,071","29,922","34,285","32,507","25,135","28,922","35,262","34,411","21,338","31,963","28,886","28,555","25,970","29,855","28,400","28,819","27,227","29,018","25,054","23,859","24,212","21,154","22,111","21,389","18,259","23,492","29,912","36,101","37,662","27,325","30,685","26,151","19,483","21,725","24,177","24,081","22,657","25,257","31,569","42,794","63,548","86,237","104,237","100,315","97,486","110,860","110,996","125,577","161,029"
Renewable,NE,"13,425","12,832","12,973","13,199","12,801","13,563","13,955","13,879","14,714","14,532","15,950","15,845","16,822","16,912","16,161","15,399","16,378","16,136","16,096","16,832","19,778","18,113","19,739","21,516","22,853","24,632","26,645","24,830","22,964","22,066","19,705","19,436","21,140","20,857","24,719","33,382","38,423","41,932","42,665","44,610","43,687","43,390","44,189","45,526","52,082","51,509","54,675","63,425","84,127","86,240","128,610","144,198","132,705","136,320","144,866","158,579","161,686","185,490"
Renewable,NH,"25,629","23,327","25,119","24,450","23,707","22,019","24,343","24,089","25,155","27,816","25,321","24,733","26,131","30,671","28,694","25,853","31,050","31,271","31,004","33,548","32,382","36,078","33,759","38,209","35,004","33,807","38,742","34,985","36,549","40,566","46,824","40,894","42,211","42,448","40,356","39,480","47,633","42,282","40,585","38,906","38,620","30,186","28,896","29,849","34,923","42,472","35,986","38,386","43,589","49,860","51,172","51,907","50,169","58,588","61,267","67,048","61,970","65,362"
Renewable,NJ,"20,514","20,749","21,199","23,397","23,947","23,693","23,570","23,695","24,678","25,354","25,906","26,621","29,554","30,289","33,097","30,950","35,091","38,510","41,662","43,101","48,383","54,426","49,211","60,308","48,816","49,683","41,534","38,592","41,856","34,878","26,140","35,990","38,620","37,099","41,787","44,258","42,111","40,288","39,614","40,544","41,091","30,091","28,789","26,808","27,598","29,279","47,661","52,769","50,509","66,200","74,069","74,025","77,158","83,904","89,164","79,336","81,259","82,500"
Renewable,NM,"7,373","6,937","6,791","6,469","6,300","6,075","6,210","5,678","5,706","5,682","5,548","4,965","4,746","4,896","4,919","6,002","6,781","7,328","7,989","9,922","6,223","7,731","8,035","9,201","9,926","10,521","11,126","8,592","8,594","9,918","8,718","9,344","9,308","8,838","8,156","9,787","8,595","9,762","10,043","10,226","10,611","7,897","8,167","8,725","11,680","23,475","28,051","31,550","36,306","32,849","39,945","42,592","43,991","44,792","46,485","47,226","63,137","76,319"
Renewable,NV,"22,110","19,545","21,733","19,804","17,842","17,544","19,632","18,985","19,142","18,771","18,322","18,651","17,274","18,356","17,762","18,827","17,457","18,381","18,980","19,804","27,403","21,800","18,717","47,194","63,057","49,989","52,238","28,996","24,397","30,611","30,071","39,509","37,488","41,377","39,090","41,379","43,110","48,280","54,335","51,186","47,128","46,001","42,479","37,153","37,991","38,151","41,869","41,993","44,362","54,095","56,348","57,666","63,694","73,854","75,469","85,223","98,589","108,590"
Renewable,NY,"189,314","250,832","277,979","260,059","247,409","262,743","288,582","301,664","320,307","339,647","325,491","326,609","347,985","364,685","362,988","354,900","368,500","342,161","354,864","368,358","404,671","413,896","397,442","435,889","409,565","415,540","429,134","400,041","365,628","379,021","390,950","379,052","395,108","421,586","409,947","393,535","441,204","493,002","460,180","420,327","430,513","351,120","364,292","359,278","383,239","373,594","399,633","389,802","426,534","407,395","404,373","434,547","394,874","412,444","432,848","442,961","447,113","483,912"
Renewable,OH,"36,966","36,414","36,983","38,172","38,010","38,720","41,531","39,669","43,465","44,467","44,149","43,520","44,940","46,607","48,408","46,299","52,843","58,582","69,632","74,657","107,374","113,023","114,311","132,120","128,420","131,331","119,814","125,393","131,494","112,103","79,958","85,301","84,110","65,996","94,253","87,819","85,997","86,935","85,953","93,555","98,927","68,326","55,039","63,566","66,647","73,210","75,732","82,118","114,425","112,726","127,128","131,870","137,670","152,199","155,141","148,699","146,599","148,224"
Renewable,OK,"17,766","20,187","16,660","10,640","11,373","16,230","13,064","14,604","23,406","26,940","21,730","21,321","26,724","50,756","48,830","42,644","29,303","32,743","37,416","46,806","24,855","23,880","37,437","39,850","39,885","57,165","45,383","45,998","37,117","50,344","49,914","41,216","53,293","67,957","50,125","53,290","51,673","55,183","60,591","55,318","47,389","48,390","40,915","41,954","62,058","64,931","53,926","81,351","86,853","91,414","107,429","111,607","132,491","173,319","173,249","199,147","254,594","278,752"
Renewable,OR,"190,489","188,915","197,646","199,225","215,793","230,410","232,649","243,110","271,743","350,230","371,350","419,311","435,930","351,043","432,867","417,387","434,370","327,769","408,647","387,287","401,129","428,803","561,127","574,207","590,530","529,625","532,746","477,093","470,568","481,678","487,410","484,638","375,975","417,186","367,996","467,164","517,451","530,595","455,575","510,870","437,828","351,467","403,527","386,682","386,944","368,025","437,457","401,318","418,208","422,313","406,279","525,048","505,713","469,406","491,460","447,813","477,456","505,020"
Renewable,PA,"66,100","61,121","61,767","60,798","60,590","61,262","63,676","68,253","62,881","61,805","67,525","60,573","70,114","70,871","72,077","73,865","81,184","84,322","90,536","106,837","136,826","147,662","149,605","167,142","152,019","148,238","117,214","108,025","108,182","98,078","91,855","90,246","107,587","105,517","114,040","119,291","135,591","119,643","111,689","110,226","114,696","97,150","97,075","110,511","117,819","108,934","117,655","119,206","144,876","163,387","189,412","210,200","198,326","228,608","226,160","229,175","223,742","233,109"
Renewable,RI,"2,951","3,011","3,139","3,221","3,533","3,561","3,771","4,150","4,266","4,428","5,268","4,851","4,934","5,108","5,023","4,050","4,704","5,295","6,577","7,124","7,287","6,649","6,053","7,401","4,946","5,081","4,653","3,302","3,528","3,806","4,499","4,585","4,840","5,181","5,066","5,079","5,562","4,347","4,197","4,403","4,520","3,899","3,735","3,826","4,533","1,914","5,406","6,365","6,279","7,388","7,154","6,820","5,939","5,742","7,551","8,060","7,779","9,028"
Renewable,SC,"81,969","76,284","73,455","69,832","87,558","77,346","67,699","66,176","69,381","73,251","65,064","78,568","77,077","83,883","79,895","87,805","83,353","80,884","83,872","91,528","71,184","52,308","69,636","75,407","80,276","66,598","89,899","95,973","83,299","97,884","106,617","107,666","110,649","110,225","114,631","124,701","131,794","131,983","129,956","96,967","92,462","70,574","80,639","103,796","97,431","105,431","100,415","97,693","106,692","121,740","134,309","135,518","138,664","155,110","157,342","149,645","147,287","147,508"
Renewable,SD,"13,974","13,609","17,252","31,784","33,645","41,595","51,565","52,576","59,858","67,419","70,185","82,558","78,339","51,534","60,394","83,960","74,830","57,133","72,806","67,819","63,775","58,639","60,381","61,830","64,092","60,186","64,483","60,201","59,354","52,289","44,283","44,067","41,909","31,197","57,892","66,895","87,018","96,328","63,218","73,106","63,439","41,075","52,262","57,209","60,226","61,421","71,272","69,247","81,740","105,826","130,604","154,897","140,177","127,875","138,985","133,327","142,521","139,957"
Renewable,TN,"138,708","136,653","145,125","127,030","141,564","138,006","128,629","147,297","132,020","131,914","138,417","153,090","173,103","177,886","180,418","177,299","160,069","176,225","163,042","207,250","160,372","136,647","184,144","189,453","203,068","166,411","156,473","176,511","150,409","205,997","165,010","178,555","168,952","152,077","186,064","163,369","175,612","161,831","158,854","131,837","120,501","138,830","148,357","184,191","179,815","173,787","150,843","125,739","149,000","191,335","176,865","190,601","180,950","224,819","193,693","195,876","167,435","184,743"
Renewable,TX,"50,155","52,023","47,721","42,718","43,884","48,967","51,980","49,944","62,939","64,351","62,757","60,471","67,560","78,102","76,691","75,872","75,965","82,566","84,175","89,721","65,819","70,516","80,753","78,066","88,645","96,300","113,054","120,707","111,778","127,595","117,290","122,315","136,103","117,748","115,384","122,104","112,104","126,373","115,562","98,724","101,491","102,020","123,418","117,403","123,119","138,908","189,802","245,405","346,666","348,270","457,348","516,473","520,659","554,522","609,429","645,948","779,987","876,507"
Renewable,UT,"5,494","4,591","6,192","5,699","10,151","11,501","10,173","13,266","12,791","13,957","10,079","12,615","15,234","14,683","12,440","14,074","14,974","11,709","12,093","13,634","13,025","12,388","16,761","21,168","21,829","18,721","23,017","14,264","11,781","11,680","10,778","12,555","12,402","14,642","13,808","15,540","17,235","20,402","20,533","21,236","16,401","12,126","11,227","10,518","10,710","15,754","15,010","14,154","17,728","20,296","22,716","31,094","27,680","24,763","29,250","33,576","46,835","63,726"
Renewable,VA,"69,706","66,456","67,678","64,267","63,580","63,439","64,055","61,774","63,863","64,159","62,711","66,364","70,488","69,214","66,085","66,861","76,045","73,803","86,397","95,181","85,571","79,270","93,614","95,982","103,631","101,913","86,471","88,065","80,435","98,719","105,874","107,612","110,879","119,114","123,271","126,209","139,571","125,994","126,110","122,830","117,047","95,655","82,127","110,928","117,945","132,402","133,170","135,561","140,671","144,680","143,607","135,498","133,880","150,160","165,629","166,896","163,230","160,000"
Renewable,VT,"17,339","15,369","15,682","13,995","13,500","14,396","15,557","15,167","15,086","16,109","14,717","14,594","15,955","17,149","16,134","16,361","19,325","19,373","20,504","22,340","22,881","24,825","22,667","26,554","26,036","26,890","23,871","23,132","21,704","20,018","19,484","17,310","16,014","18,238","19,068","19,167","21,867","19,949","20,290","20,800","21,389","17,341","22,714","24,054","22,040","24,490","27,830","18,993","28,797","34,164","34,793","32,940","28,776","35,830","35,271","41,156","38,151","40,532"
Renewable,WA,"428,129","455,762","476,680","514,264","557,343","581,530","617,245","678,045","736,245","772,827","796,121","817,275","854,559","783,243","926,539","935,362","1,051,188","773,465","1,002,202","900,631","951,633","1,074,536","1,008,174","1,004,891","981,713","917,386","943,085","850,807","835,500","855,805","1,004,696","1,007,895","806,664","797,958","781,385","944,237","1,110,151","1,160,946","904,688","1,084,122","911,481","660,942","893,613","834,711","819,466","815,078","936,354","893,358","897,126","852,793","839,059","1,077,215","1,034,410","940,390","954,823","889,244","946,484","966,666"
Renewable,WI,"64,968","60,619","61,695","55,114","54,980","61,690","60,892","61,003","65,830","62,804","58,313","61,793","65,646","67,818","65,621","66,067","69,570","74,518","90,777","92,876","187,312","196,641","195,454","217,664","215,483","217,863","161,833","152,928","157,330","124,135","103,244","109,956","110,394","105,835","108,116","114,213","128,254","128,387","110,682","116,297","115,703","128,432","110,883","118,264","108,632","144,880","140,146","141,070","159,173","152,814","187,396","183,841","175,111","184,235","191,068","194,661","193,308","191,268"
Renewable,WV,"23,464","23,666","23,755","21,029","21,666","20,560","20,101","22,471","21,573","21,430","21,152","22,281","24,771","24,229","23,779","22,798","24,758","24,320","27,252","33,875","23,421","22,023","25,803","23,389","25,619","25,050","31,416","28,499","29,016","25,599","18,512","16,399","18,857","18,684","18,865","19,566","22,054","17,598","16,213","14,809","17,406","15,162","16,221","21,234","20,758","28,719","28,818","26,783","33,508","50,820","52,153","53,318","51,204","60,125","56,378","44,114","46,161","48,261"
Renewable,WY,"8,174","8,273","11,746","10,641","10,613","10,793","11,106","9,641","11,560","12,992","12,129","15,331","13,492","14,024","16,196","13,226","12,547","9,937","12,774","13,906","14,250","12,125","12,243","15,780","17,199","14,999","16,233","11,118","11,399","10,475","9,529","10,779","9,262","10,749","12,356","10,974","14,917","16,280","15,733","14,158","15,011","14,656","12,275","11,635","14,033","19,272","19,517","18,888","22,412","34,967","45,871","61,555","55,002","54,499","55,476","52,115","57,765","59,000"
Renewable,US,"2,928,205","2,952,227","3,117,444","3,096,431","3,225,249","3,395,816","3,432,463","3,690,213","3,772,655","4,094,893","4,070,021","4,262,212","4,382,009","4,410,938","4,741,851","4,687,119","4,727,151","4,208,966","5,005,439","5,122,854","5,424,534","5,417,152","5,980,929","6,495,612","6,438,347","6,084,017","6,111,140","5,624,499","5,456,754","6,234,663","6,041,894","6,067,787","5,820,551","6,079,367","5,987,153","6,559,368","7,012,393","7,011,640","6,491,325","6,514,712","6,104,270","5,163,005","5,724,010","5,942,415","6,071,253","6,220,264","6,603,135","6,477,116","7,134,762","7,566,331","8,233,069","9,088,867","8,730,106","9,235,679","9,529,123","9,493,950","10,065,407","10,895,475"
